ids,ARAF,ERN1,CIT,MAPK14,PRKCI,MAP4K5,TAOK3,CAMKK2,SRPK1,TNK2,CSNK1E,PLK1,IRAK1,MAP3K1,PDGFRB,CDK2,RPS6KA2,TTK,CDK9,YES1,MAPK1,MAPK3,MAP4K4,MINK1,PAK3,SRPK3,PIK3CA,KIT,PAK1,MAP2K1,LIMK1,LIMK2,PIK3CB,ABL1,CDK6,ABL2,AKT1,AKT2,CAMK2D,MAST1,PRKACA,MAPK9,LATS1,CDK1,CDK5,STK4,CDK4,ROCK1,ROCK2,MTOR,STK3,PHKG2,MAPKAPK2,DYRK2,MAP3K3,ULK1,PAK2,CAMK2G,MAP3K15,CAMK2A,CSNK2A2,EIF2AK1,MELK,PAK4,RPS6KA3,RPS6KA4,MKNK2,CDKL5,HIPK3,CDK17,FYN,MAP3K2,PKN2,TAOK1,PRKACB,MARK3,CLK1,AURKB,RPS6KB1,RPS6KA6,AKT3,BMP2K,CLK2,MAP3K11,SIK2,CDK7,PRKAA1,PRKD3,CLK4,RIPK3
T0700,0.699553316,0.725826937,1.509500505,0.289445445,0.801148402,0.572012648,2.285772355,2.192795957,0.740532951,0.509472129,0.716733775,0.506837653,1.549215309,0.783874317,0.69147338,0.377767965,1.188410344,0.249716694,0.530421347,0.772571802,0.550552243,0.550552243,0.806828529,1.011414766,0.009351655,0.041865701,0.967993738,0.533100115,0.481508467,1.624248901,0.526469899,0.526469899,1.44713969,0.240968711,2.142328304,0.153521409,1.119865734,1.119865734,0.871706135,0.973160976,0.957550351,0.835588192,2.149001354,0.645003058,0.645003058,0.71905458,-0.040576632,0.726809245,0.726809245,2.38866121,0.497591757,0.448945377,0.047392317,-0.015084377,1.046383027,2.561289625,0.046545906,0.862124886,-0.059531004,0.399135829,0.055112703,2.17713016,0.482941302,1.73698752,1.035280213,1.011377039,-0.334058826,0.019390988,0.359038255,5.819445296,0.307833115,0.269437838,-0.032165861,0.057434679,1.350143895,2.759359261,0.019354147,-0.031666607,0.32813204,0.245038875,2.320611989,0.253227804,-0.020909982,3.105897308,0.31900614,1.139401552,0.698466531,-0.008119352,-0.012816356,-1.681973214
T1820,0.68091178,0.951612734,1.129522466,0.216194214,0.753250802,0.407153424,1.473786131,1.52720234,0.370819714,0.709253135,0.305982258,0.596383251,2.060999611,0.402114978,0.668443023,0.179901943,1.047928632,0.276081639,0.469359784,0.873251432,0.469149748,0.469149748,0.772946708,0.863576528,0.223625679,0.096317885,0.623587518,0.627398797,0.322238897,0.998780048,0.296108666,0.296108666,0.706196648,0.212648906,0.562916582,0.149400644,0.809903742,0.809903742,0.215653622,1.064365264,0.316996461,0.124124647,0.446383039,0.497758272,0.497758272,1.212543641,-0.149632546,1.291046644,1.291046644,1.300537923,0.668128006,0.497758527,0.067970353,0.234664538,0.38569875,2.834941059,0.003505477,0.390900851,0.048308007,0.094457462,0.25501119,3.179496766,0.46894474,0.872056089,0.304230002,0.441547275,-1.468823816,0.059235341,-1.547445317,1.078791289,0.338021203,1.194421388,-0.059472044,1.498672208,0.274795124,0.964971434,0.483975082,0.036683729,0.971505566,0.985083322,0.284955527,0.056846144,0.071288255,3.09267219,0.408308484,0.40136807,0.184201503,0.559207988,0.350098698,-0.880180747
T2100,0.477938501,0.417633315,0.676159947,0.59873344,0.33411307,0.420054084,0.539890231,0.665483112,0.529599631,0.463638842,0.344497208,0.815584508,0.597101441,0.314543839,0.884097263,0.124589715,1.422264131,0.342196693,0.579703572,0.487062493,0.691981767,0.691981767,0.443085861,0.694838833,0.20975306,0.324904842,0.258158202,0.397700272,0.532292913,0.524251095,0.687311476,0.687311476,1.207455411,0.517992892,0.51659994,0.392070348,0.965105361,0.965105361,0.283114047,0.309008129,0.307693307,0.440264974,0.15682647,0.288127261,0.288127261,0.70789559,0.058349618,1.347530275,1.347530275,1.066368233,0.295044991,0.874664087,-0.09229593,0.212102181,0.301898912,1.39752949,0.142856403,0.259508728,0.32583586,0.092201737,0.32285688,0.384312001,0.903762717,0.205054259,0.911112479,0.233401838,-0.116646487,0.269537375,-0.936206578,0.284736976,0.29222681,0.010804404,0.012393873,1.920590423,0.169454868,1.683380839,1.234903601,1.845095165,0.40375777,0.997630475,-0.132478505,0.000748263,0.670603558,3.740378339,0.225416958,0.699758964,1.736817558,2.199331834,1.407445541,0.711993126
T2413,0.414809485,0.476938473,1.013404592,0.636828999,0.34912518,0.410827178,0.971465127,1.083975795,0.25916653,0.334694735,0.341724558,0.700772958,1.000029171,0.326553588,0.80848035,0.119370226,1.371667343,0.247489671,0.41173885,0.561370495,0.735966835,0.735966835,0.560130376,0.23637002,0.240754072,0.152950754,0.153526928,0.476951797,1.156802431,0.860093077,0.456770949,0.456770949,1.009756052,0.685257402,0.603359228,0.311475781,0.474332174,0.474332174,0.111651947,0.828960364,0.124324968,0.587837556,0.195890698,0.471736463,0.471736463,0.713233964,-0.109789192,0.887179766,0.887179766,0.386088361,0.417679579,1.135995034,-0.070816301,0.168592935,0.064742199,1.516727182,0.033214624,0.530540904,0.330805049,-0.046729089,0.148880026,0.656460842,1.191782235,0.519400172,0.557184495,0.77625113,-1.578964695,0.235828292,-0.883205339,0.722613273,0.253773505,-0.019190722,0.222612358,1.520284048,0.322795858,3.044246108,1.158272138,2.105143171,0.291722478,0.954982907,-0.007181626,-0.009925703,0.72556847,3.764815621,0.14666396,0.810558646,2.831306294,1.69918327,1.027723178,-1.979552045
T4070,0.532413981,0.492611959,1.345681498,0.598234042,0.67822737,0.616687427,1.436560252,1.409129694,0.18576577,1.017507746,0.50379804,0.679226926,1.302362929,0.486093256,0.950791282,0.136021923,0.908078237,0.710557151,0.505672177,0.89473331,0.828258736,0.828258736,0.920146412,0.458531169,0.164900739,0.017779316,0.34460533,0.731043064,0.299816851,0.96215753,0.586077013,0.586077013,0.529178498,0.558346847,0.421870529,0.318454588,2.225372867,2.225372867,0.377424519,1.40339239,0.117665295,0.284116449,0.231596909,0.938495588,0.938495588,1.466702378,-0.222655672,1.024042716,1.024042716,1.47865324,0.691375438,0.650260325,0.016707352,0.589683766,-0.070497048,1.536295092,-0.034083169,0.52767005,-0.079799182,0.526040487,0.679716821,2.9515666,2.074462765,2.008034974,0.18463066,0.542515208,-0.259975366,-0.050161632,-0.105712735,1.558486092,0.358485207,0.428059213,-0.032721007,2.444565902,2.549198347,2.494277937,0.232706573,0.34624002,1.528784702,0.147187146,-0.134123565,0.015625109,0.026344531,3.563163527,0.177521635,0.377174863,0.248769038,0.029355416,5.11675E-06,0.219292916
T4954,0.452454612,0.568562099,1.71193556,0.359096471,0.632319561,0.500584382,2.485384725,2.476870376,0.774575275,1.089658959,0.460278174,0.703133993,2.577170822,0.785757149,0.770060479,-0.033017837,1.15332286,0.661623287,0.72116157,0.922771587,0.618400147,0.618400147,0.688500996,0.796122337,0.281883078,0.128728797,0.833554374,0.47571768,0.716234937,1.444968409,0.72918995,0.72918995,0.872647806,0.283666311,2.009787998,0.227835361,1.840169947,1.840169947,0.470807307,0.880280369,0.25037886,0.322783932,0.290612273,0.553001924,0.553001924,2.061942731,-0.161426581,1.356895932,1.356895932,2.299779504,1.65775535,0.46482658,-0.018691518,0.040257552,1.151334172,2.007328082,-0.201101782,1.001279684,-0.147905409,1.032445988,0.125645225,3.672673829,1.327677968,2.151337849,0.678868857,0.957353632,-0.730937393,0.454492949,0.30944817,2.153678089,1.034909537,0.98673315,-0.054787005,1.892081659,0.439390953,4.48117943,0.358316124,0.172417124,1.449688138,0.297633303,0.142589428,0.006588154,0.01433881,3.140593143,0.551726354,1.109847592,0.148664508,0.134272695,0.066425902,-1.240225354
T5062,0.44959501,0.484346483,0.779924132,0.425865631,0.663428606,0.394757104,0.989055056,1.106133188,0.233882269,0.859937218,0.41381381,0.553826302,0.820998958,0.650767639,0.569572913,0.102874527,0.419053097,0.924563338,0.505800218,1.085555144,0.448515045,0.448515045,0.734392019,0.940896647,0.167106154,0.018011907,0.803824185,0.750406568,0.372148171,1.091019644,0.631529021,0.631529021,1.28085164,0.081440592,1.064030943,0.193248326,1.147025895,1.147025895,0.36301761,0.834575525,0.345862323,0.619253722,0.320424462,1.018310939,1.018310939,0.923897404,-0.084647253,0.472343317,0.472343317,2.732447306,0.944936262,0.485237436,0.006178483,-0.166818535,1.072305474,2.390660212,0.215511713,0.5559496,0.043157514,0.292846516,0.285616165,1.470452314,3.468044932,1.244801361,0.386806303,0.640090397,-1.64500187,0.097904169,0.775981816,2.584545671,1.987953081,0.100003931,-0.117443385,1.937550654,0.461638136,1.215296468,0.315360405,0.174805932,0.742091646,0.483738312,-0.074622679,0.099690443,0.170589598,4.506463633,1.524265852,0.52564456,0.387091883,0.193988785,0.104241369,1.345765936
T5177,0.460769071,0.421075637,1.134946015,0.457957091,0.94640289,0.442552593,1.459945431,1.354508038,0.886632608,1.303087286,0.516556429,1.040714879,1.0625885,0.454687897,0.984043828,0.056034607,1.558751468,0.633684585,0.180671698,0.84774105,0.91393071,0.91393071,0.797793561,1.09257172,0.336947935,-0.022939918,0.481389041,0.684105598,0.355365724,1.391399859,0.924498222,0.924498222,0.744307385,0.651026381,1.840784998,0.264089064,1.714072222,1.714072222,0.457912933,1.289948839,0.496564848,0.540503399,0.906579505,0.568484947,0.568484947,0.965675928,-0.127626043,1.046968178,1.046968178,2.909128783,0.699116971,0.560838524,-0.016740804,-0.031832823,0.599614311,3.570281562,0.10448389,0.455513761,0.039725954,0.428143827,0.269724827,1.751619487,1.05248487,0.80436912,0.383920668,0.571805384,-0.033808489,0.189523353,-0.849166002,0.527119004,0.216200562,0.195541192,-0.050097907,1.934573654,0.714372603,2.891084703,0.209119822,0.397753759,1.417093926,0.281529318,0.356161476,0.025927917,0.069898338,4.484599531,0.107669369,0.400258874,0.17936068,0.103962075,0.066623549,3.104456768
T5282,1.01479562,1.23436689,0.966643036,0.207197773,0.760283428,0.581198899,0.807407948,0.897556364,0.822520849,1.201861591,0.405298724,0.628904497,0.715672357,0.636826377,0.597355154,0.229785687,1.224923629,0.42879599,0.578980311,0.572774083,0.621946377,0.621946377,0.381711375,1.070343266,0.166235472,0.201249558,1.134884242,0.327330175,0.541255673,0.76342444,0.827210081,0.827210081,0.807439514,0.465550873,0.73742126,0.630067943,1.36591403,1.36591403,0.595645178,1.25516303,0.36276022,0.808586015,0.240165476,0.526057847,0.526057847,0.776379011,-0.026954533,1.361666608,1.361666608,1.397766919,0.979935671,0.643616017,-0.055768349,0.204791303,1.039080394,1.817256188,0.001108221,0.717045223,0.086773672,1.001638683,0.09108039,1.740989692,1.286393982,1.479836456,0.492468991,0.926855582,-0.553796112,0.350888192,-0.630072615,1.540847739,1.540223531,0.331084976,0.01200497,1.155355124,1.466944608,1.975194352,0.90650154,0.613006649,0.449885801,0.431190505,-0.019522932,0.032760028,0.119317887,3.152145262,0.60917608,0.80580923,0.355737327,0.805460536,0.479527075,-3.669431826
T6591,0.694680096,0.703873673,0.613699215,0.47118898,0.871951134,0.479631503,0.454761341,0.513263485,1.155956136,0.562179399,0.349569589,0.418469156,0.271123649,0.550263787,0.61715598,0.134876277,1.665215111,0.679102236,0.414521829,0.784489938,0.392361307,0.392361307,0.589275942,1.362428768,0.117728913,0.277282559,0.508515934,0.868403131,0.694036662,0.690169195,0.418027816,0.418027816,0.5670828,0.351523879,1.578263179,0.388017221,0.924371519,0.924371519,0.727977404,0.980070533,0.443120801,0.576357914,0.240358666,0.540349629,0.540349629,0.344708825,-0.063943858,1.033856265,1.033856265,1.719970713,0.801397639,0.399879106,0.010340581,0.256945356,1.368830609,3.594190589,-0.13734068,0.712499865,0.076265174,0.75713311,0.242222837,1.978240015,1.238691547,1.057342012,0.351835923,0.945667222,-2.535272263,0.304907319,0.059870788,1.054304074,1.212777711,0.197007748,0.005685315,0.824364107,1.222534017,3.589658903,0.2027102,0.51672393,0.3247038,0.251280978,-0.079268988,0.051872576,0.064939569,4.347360576,1.796619314,0.327469932,0.654827003,0.24633351,0.143826324,-3.648634768
T8546,0.475521082,0.731449355,1.397664436,0.332833828,0.590489595,0.414456662,1.888088142,1.73829366,0.873848358,0.584452452,0.361396993,0.731617572,1.806694055,0.429586567,0.732548413,0.195675792,0.791605496,0.466798252,0.749017656,0.469240435,0.958380675,0.958380675,0.499265026,1.093857113,0.350041915,0.288408806,0.470038965,0.290457422,0.602045183,0.701597755,0.375491575,0.375491575,0.546087594,0.31147601,1.547934399,0.306262732,1.60422598,1.60422598,0.49949166,0.862179187,0.280361383,0.433339603,0.196648157,0.412557951,0.412557951,1.258199912,-0.202704271,1.439027026,1.439027026,0.978374685,0.492171554,0.700352133,-0.090450177,0.130008072,0.578001341,2.769719789,0.010619045,0.578676537,0.032646021,0.63756576,0.134866159,1.921121702,2.157970534,1.22954799,0.582507593,0.572997033,0.708424374,0.165232047,-0.868096679,1.812062431,0.519286141,0.740521005,-0.031778613,0.92507507,0.230895391,2.771049778,0.551989185,0.163886807,0.853459487,0.452339568,-0.070281631,0.022460733,0.193908481,4.21049945,0.347753827,0.28296968,0.988370204,0.121849889,0.10329909,0.045488721
T8724,0.775168097,0.592842282,1.565785455,0.55806639,0.446764215,0.693487264,1.698556414,1.85288234,0.192099583,0.636156569,0.394449655,0.459424583,1.662404245,0.344181264,0.86331251,0.108974768,1.217048795,0.495977261,0.418238475,0.537523278,0.90759305,0.90759305,0.576732599,0.154122701,0.096772708,0.063676856,0.166701703,0.505866474,0.205976136,0.651636854,1.134708919,1.134708919,0.568756857,0.441285537,0.588020091,0.276937874,1.173694779,1.173694779,0.219388603,1.36065577,0.125066421,0.848548709,0.08464475,0.246540811,0.246540811,0.660276663,-0.219335114,1.391262602,1.391262602,0.849761575,0.273793416,1.010665479,-0.025857571,0.107283027,0.294834377,1.672765448,-0.060822941,0.223811577,0.202369794,0.016788714,0.050683499,1.374218366,1.60814959,0.383209179,0.801873642,0.768981817,-0.303200936,0.088536821,-2.252731094,0.667591746,0.195956728,0.140145405,0.04850668,2.112245733,1.338782062,1.266491924,0.673915177,5.13798708,0.579570809,0.751777998,-0.203906143,-0.004645406,0.380422408,3.405398095,0.097542609,0.499567279,0.563117573,0.897472347,0.527493159,0.827183166
X3720,0.88924792,1.048048708,1.612692453,0.320603166,0.741958663,0.500696189,2.130879152,2.254876242,0.670432843,0.750661237,0.445418117,0.871759192,2.156346015,0.492022018,0.571359591,0.237538584,1.375479798,0.159219987,1.065107293,0.432150947,0.723892529,0.723892529,0.458811652,1.27830111,0.407412885,0.082032403,0.77550788,0.280711428,0.689289488,0.735434634,0.65587975,0.65587975,0.619401612,0.390551682,1.356181311,0.363244422,2.44660335,2.44660335,0.669656861,0.915761218,0.940802535,0.419041761,0.905595758,0.568983269,0.568983269,1.454180554,-0.103003406,1.669979099,1.669979099,1.485588614,0.752565873,0.740574689,-0.033783451,0.080959507,0.6163904,1.261666827,0.291379373,0.669091065,0.020045893,0.672576029,0.117350999,2.0583721,2.091663286,0.964911552,0.818337249,0.787574303,0.472607189,0.48384677,-1.246155227,0.770617415,0.288171854,0.585008536,-0.021841075,1.555570208,0.576225328,2.327070175,0.407065648,0.569826241,1.388151773,0.328852282,-0.02765299,-0.012778406,0.087974929,3.323871989,0.179642598,0.627603146,0.196017442,0.147218236,0.086185462,-0.397577052
X7790,0.534751056,0.385609119,0.94723426,0.364194203,0.661651797,0.45986334,1.110337089,1.133619081,0.276963237,0.989111236,0.300688697,0.410405256,0.85964463,0.529128002,0.40757615,0.065640933,0.549930613,0.311237412,0.656148743,0.753299501,0.279335468,0.279335468,0.576812076,0.487944308,0.128593928,-0.01404468,0.397515155,0.718711003,0.532061741,1.845470724,0.044416425,0.044416425,0.784810124,-0.067061976,1.609185004,-0.185002852,1.338660236,1.338660236,0.455940021,1.23377893,0.081976122,0.295611237,0.143812885,0.708532567,0.708532567,1.176642253,-0.101475787,0.912119501,0.912119501,2.182372963,1.27058703,0.437940045,-0.123973911,-0.180936508,1.181543987,1.871087983,1.117444028,1.462378871,-0.047008967,0.816648557,0.203908352,2.24872806,1.030038958,1.507253522,0.25468094,1.550114714,-3.240635671,0.313086992,0.605777549,1.704404547,0.890053097,0.228818015,-0.013356528,1.04189337,1.87196534,4.21842812,0.160567527,0.14502217,0.548348829,0.13121464,0.594497068,0.238207388,0.022886627,3.683745037,0.511301344,1.145747447,0.068301107,0.040369797,0.010915541,-2.410246627
X7910,0.709034974,0.63241055,2.044449217,0.796506245,0.829726104,0.708240568,2.050884169,1.856871781,0.434683382,0.470923432,0.614471109,0.76466665,1.608067521,0.479859911,0.984608514,0.126658223,1.686470787,0.413812875,0.487644546,0.892070922,0.793992981,0.793992981,0.881665739,0.314961971,0.159242096,0.128177539,0.206748838,0.944889229,0.460160872,1.276942326,0.673110466,0.673110466,1.024738254,0.392267508,0.779015447,0.435926299,1.335827288,1.335827288,0.401977543,1.360947123,0.15112523,0.852594129,0.224773818,0.349601805,0.349601805,1.481794793,-0.206175635,1.028848216,1.028848216,0.997846786,0.852576038,0.996943226,-0.023928201,0.209748022,0.103537183,1.165953982,0.015929152,0.96767722,0.200101241,0.339680033,0.177872865,2.8131004,1.359060365,1.362754223,0.871809589,1.32094905,0.185768507,0.220560453,-0.865173537,0.745450323,0.307325875,0.264916825,0.040480075,1.620475189,1.154484074,2.150200398,0.900524366,2.633252658,0.704303615,0.774829925,-0.078038095,0.019164126,0.315333016,4.532350828,0.188685272,0.331279629,0.422082653,0.576135507,0.340159861,0.558598245
X8719,0.462271891,0.337864025,0.233759021,0.170337413,0.550505277,0.25337335,0.210955651,0.254226745,0.133306918,0.173410941,0.287018472,0.392757987,0.208942198,0.20413752,0.211653169,0.394683742,0.393142882,0.113894229,0.216372569,0.201542783,0.196705036,0.196705036,0.182689102,0.220936301,0.166189288,0.17327075,0.366275594,0.105001177,0.440001112,0.030880583,0.022440295,0.022440295,0.32275519,0.032573898,0.051735326,0.06303312,1.039198666,1.039198666,0.329234588,0.365894327,0.580923338,-0.000402779,1.314664357,0.855715046,0.855715046,0.811049001,-0.070929778,0.809506474,0.809506474,0.47726785,0.06482151,0.458252122,-0.011025529,0.207792308,0.272943847,0.564413806,3.093783063,0.577904749,-0.076616441,0.331736532,0.068287627,0.434075152,0.853452002,1.799568899,0.989831447,0.858726929,-0.177747785,0.203551856,-0.380070133,1.271804524,1.547207129,0.274822153,-0.028571176,0.109455299,0.235617664,3.627024526,0.517486224,1.506996189,0.912362905,0.296359053,-0.088012265,0.017963864,0.090151148,3.025880808,0.388476826,1.008201681,0.275373112,0.322479945,0.244701276,-2.691856752
